barcode,name,quantity
LINMMDE7RK20514,stella,1
LINMMDE7RK20515,Montikast-10 10MG,1
LINMMDE7RK20516,Brustan 400MG / 325MG,1
LINMMDE7RK20517,Acto 120MG / 250MG,1
LINMMDE7RK20518,Apc,1
LINMMDE7RK20519,Hydrogen Peroxide 6%W,1
LINMMDE7RK20520,Bata Sandals,1
LINMMDE7RK20521,Trust,1
LINMMDE7RK20522,Handkerchief,1
LINMMDE7RK20523,Tml 0.05%W/V,1
LINMMDE7RK20524,Brufen 60ml,1
LINMMDE7RK20525,Movit Hair Relaxer Green,1
LINMMDE7RK20526,Kaluma Pain Balm,1
LINMMDE7RK20527,Lofen Mr 100MG / 250MG / 325MG,1
LINMMDE7RK20528,Alcof 110MG / 2MG / 50MG,1
LINMMDE7RK20529,Vitadrose Dextrose Injection 5%W,1
LINMMDE7RK20530,Amitriptyline,1
LINMMDE7RK20531,Neuroba 300MG,1
LINMMDE7RK20532,kofgon /,1
LINMMDE7RK20533,Softcare,1
LINMMDE7RK20534,Pegs,1
LINMMDE7RK20535,cpm inj 10MG/1ML,1
LINMMDE7RK20536,Neurobion 200MG / 1000MCG / 50MG,1
LINMMDE7RK20537,Gastrokit 1GM / 500MG / 30MG,1
LINMMDE7RK20538,MTZ 60 syrup 200MG/5ML,1
LINMMDE7RK20539,Loratin syrup 5mg,1
LINMMDE7RK20540,Anti Rabies 2.5IU,1
LINMMDE7RK20541,Brufen 400mg,1
LINMMDE7RK20542,Griseofulvin 500mg 500MG,1
LINMMDE7RK20543,Gaviscon Peppermint,1
LINMMDE7RK20544,kaluma 150g,1
LINMMDE7RK20545,Zefcolin,1
LINMMDE7RK20546,Ors 6.75GM / 1.3GM / 1.45GM,1
LINMMDE7RK20547,Candistat-200,1
LINMMDE7RK30548,Salmonella Typhi Antigen Test Card,1
LINMMDE7RK30549,Subsyde Cr 100MG,1
LINMMDE7RK30550,philcorim 100ml 100mg,1
LINMMDE7RK30551,Griseofulvin 125mg 125MG,1
LINMMDE7RK30552,Cox-B 200MG,1
LINMMDE7RK30553,KY  6016 (37-41),1
LINMMDE7RK30554,Augmin 375 500MG / 125MG,1
LINMMDE7RK30555,Bamsi Curl Activator,1
LINMMDE7RK30556,Extraderm 0.64MG / 10MG / 1MG,1
LINMMDE7RK30557,H-Pylori Antigen Rapid Test Cassette,1
LINMMDE7RK30558,Lasix 20MG/2ML,1
LINMMDE7RK30559,Floranorm 250MG,1
LINMMDE7RK30560,Haloperidol 5MG,1
LINMMDE7RK30561,Trust Studded,1
LINMMDE7RK30562,Concor 10MG,1
LINMMDE7RK30563,Grabacin Powder 4.56MG/1GM / 5MG/1GM /,1
LINMMDE7RK30564,Secnidazole susp 750mg,1
LINMMDE7RK30565,kofgon,1
LINMMDE7RK30566,Touch n. a,1
LINMMDE7RK30567,Diproson 0.05%W,1
LINMMDE7RK30568,Beta Gripe Water 2.15MG/5ML / 10MG/5ML,1
LINMMDE7RK30569,Caredoxy 100MG,1
LINMMDE7RK30570,Ribena 350,1
LINMMDE7RK30571,Menozip 500MG/5ML,1
LINMMDE7RK30572,Key Holder ya 50,1
LINMMDE7RK30573,Enalapril 10 10MG,1
LINMMDE7RK30574,key Holder Ndogo,1
LINMMDE7RK30575,"Crepe bandage 160 4""",1
LINMMDE7RK30576,Dawa 100MG,1
LINMMDE7RK30577,Doloact Mr 250MG / 50MG / 500MG,1
LINMMDE7RK30578,Pernex Ac 5%W,1
LINMMDE7RK30579,MTZ i.v 0.5%W/V,1
LINMMDE7RK30580,Towel Ya Kuoga,1
LINMMDE7RK30581,Multivit,1
LINMMDE7RK30582,Zulu Modified Release 100MG / 500MG,1
LINMMDE7RK30583,Deep Heat Ointment,1
LINMMDE7RK30584,Parafen 100MG/5ML / 120MG/5ML,1
LINMMDE7RK30585,Flazine 1%W/W,1
LINMMDE7RK30586,Plasil 10MG,1
LINMMDE7RK30587,Magnacid 480MG/5ML / 20MG/5ML,1
LINMMDE7RK30588,Nike 40-45,1
LINMMDE7RK30589,Mara Moja 400MG / 50MG / 200MG,1
LINMMDE7RK30590,Amoxil 500mg,1
LINMMDE7RK30591,Weaving Cap,1
LINMMDE7RK30592,Surgical Spirit 100ml,1
LINMMDE7RK30593,Flamox 250MG / 250MG,1
